  T_e     LFI_1     LFI_2     LFI_3     HFI_1      HFI_2     HFI_3     HFI_4    HFI_5    HFI_6 
 59.5   -99.738  -233.857  -485.523  -713.680   -768.722  -226.740   851.357  910.977  435.022 
 59.6   -99.707  -233.775  -485.327  -713.373   -768.428  -226.960   850.446  910.588  435.280 
 59.7   -99.676  -233.694  -485.132  -713.067   -768.134  -227.180   849.536  910.199  435.537 
 59.8   -99.644  -233.612  -484.937  -712.760   -767.841  -227.400   848.627  909.810  435.793 
 59.9   -99.613  -233.530  -484.742  -712.454   -767.548  -227.618   847.720  909.420  436.048 
 60.0   -99.582  -233.448  -484.547  -712.149   -767.255  -227.837   846.814  909.030  436.302 
 60.1   -99.550  -233.367  -484.352  -711.843   -766.963  -228.054   845.909  908.640  436.555 
 60.2   -99.519  -233.285  -484.157  -711.538   -766.670  -228.272   845.006  908.250  436.808 
 60.3   -99.488  -233.204  -483.963  -711.233   -766.379  -228.488   844.104  907.859  437.059 
 60.4   -99.456  -233.122  -483.768  -710.929   -766.087  -228.705   843.203  907.468  437.309 
 60.5   -99.425  -233.041  -483.574  -710.625   -765.796  -228.920   842.304  907.077  437.558 
 60.6   -99.394  -232.959  -483.380  -710.321   -765.504  -229.135   841.406  906.685  437.806 
 60.7   -99.363  -232.878  -483.186  -710.017   -765.214  -229.350   840.509  906.294  438.053 
 60.8   -99.332  -232.797  -482.992  -709.714   -764.923  -229.564   839.613  905.902  438.299 
 60.9   -99.300  -232.715  -482.799  -709.411   -764.633  -229.778   838.719  905.510  438.545 
 61.0   -99.269  -232.634  -482.605  -709.108   -764.343  -229.991   837.826  905.118  438.789 
 61.1   -99.238  -232.553  -482.412  -708.805   -764.053  -230.203   836.934  904.725  439.032 
 61.2   -99.207  -232.472  -482.219  -708.503   -763.764  -230.415   836.044  904.332  439.274 
 61.3   -99.176  -232.391  -482.026  -708.201   -763.475  -230.626   835.155  903.939  439.515 
 61.4   -99.145  -232.310  -481.833  -707.900   -763.186  -230.837   834.267  903.546  439.756 
 61.5   -99.114  -232.229  -481.641  -707.598   -762.897  -231.048   833.380  903.152  439.995 
 61.6   -99.083  -232.148  -481.448  -707.297   -762.609  -231.258   832.495  902.759  440.233 
 61.7   -99.052  -232.067  -481.256  -706.997   -762.321  -231.467   831.611  902.365  440.471 
 61.8   -99.021  -231.987  -481.064  -706.696   -762.033  -231.676   830.728  901.971  440.707 
 61.9   -98.990  -231.906  -480.872  -706.396   -761.745  -231.884   829.846  901.576  440.943 
 62.0   -98.959  -231.825  -480.680  -706.096   -761.458  -232.092   828.966  901.182  441.177 
 62.1   -98.928  -231.745  -480.488  -705.797   -761.171  -232.299   828.087  900.787  441.411 
 62.2   -98.897  -231.664  -480.297  -705.497   -760.885  -232.506   827.209  900.392  441.643 
 62.3   -98.866  -231.583  -480.105  -705.198   -760.598  -232.712   826.332  899.997  441.875 
 62.4   -98.835  -231.503  -479.914  -704.899   -760.312  -232.918   825.457  899.601  442.106 
 62.5   -98.804  -231.423  -479.723  -704.601   -760.026  -233.123   824.583  899.206  442.335 
 62.6   -98.773  -231.342  -479.532  -704.303   -759.740  -233.328   823.710  898.810  442.564 
 62.7   -98.742  -231.262  -479.341  -704.005   -759.455  -233.532   822.838  898.414  442.792 
 62.8   -98.711  -231.182  -479.151  -703.707   -759.170  -233.736   821.968  898.018  443.019 
 62.9   -98.680  -231.101  -478.960  -703.410   -758.885  -233.939   821.099  897.621  443.245 
 63.0   -98.650  -231.021  -478.770  -703.113   -758.600  -234.142   820.231  897.225  443.470 
 63.1   -98.619  -230.941  -478.580  -702.816   -758.316  -234.344   819.364  896.828  443.694 
 63.2   -98.588  -230.861  -478.390  -702.520   -758.032  -234.546   818.499  896.431  443.917 
 63.3   -98.557  -230.781  -478.200  -702.224   -757.748  -234.747   817.634  896.034  444.139 
 63.4   -98.526  -230.701  -478.010  -701.928   -757.465  -234.948   816.771  895.636  444.361 
 63.5   -98.496  -230.621  -477.820  -701.632   -757.181  -235.148   815.909  895.239  444.581 
 63.6   -98.465  -230.541  -477.631  -701.337   -756.898  -235.348   815.049  894.841  444.801 
 63.7   -98.434  -230.461  -477.442  -701.042   -756.616  -235.547   814.190  894.443  445.019 
 63.8   -98.404  -230.382  -477.253  -700.747   -756.333  -235.746   813.331  894.045  445.237 
 63.9   -98.373  -230.302  -477.064  -700.452   -756.051  -235.945   812.474  893.647  445.453 
 64.0   -98.342  -230.222  -476.875  -700.158   -755.769  -236.142   811.619  893.248  445.669 
 64.1   -98.312  -230.143  -476.686  -699.864   -755.487  -236.340   810.764  892.850  445.884 
 64.2   -98.281  -230.063  -476.498  -699.570   -755.206  -236.537   809.911  892.451  446.098 
 64.3   -98.250  -229.984  -476.309  -699.277   -754.924  -236.733   809.058  892.052  446.311 
 64.4   -98.220  -229.904  -476.121  -698.984   -754.643  -236.929   808.208  891.653  446.523 
 64.5   -98.189  -229.825  -475.933  -698.691   -754.363  -237.124   807.358  891.254  446.734 
 64.6   -98.159  -229.745  -475.745  -698.398   -754.082  -237.319   806.509  890.854  446.945 
 64.7   -98.128  -229.666  -475.557  -698.106   -753.802  -237.514   805.662  890.455  447.154 
 64.8   -98.098  -229.587  -475.370  -697.814   -753.522  -237.708   804.816  890.055  447.363 
 64.9   -98.067  -229.508  -475.182  -697.522   -753.242  -237.901   803.971  889.655  447.570 
 65.0   -98.037  -229.428  -474.995  -697.231   -752.963  -238.094   803.127  889.255  447.777 
 65.1   -98.006  -229.349  -474.808  -696.940   -752.684  -238.287   802.284  888.855  447.983 
 65.2   -97.976  -229.270  -474.621  -696.649   -752.405  -238.479   801.443  888.455  448.188 
 65.3   -97.945  -229.191  -474.434  -696.358   -752.126  -238.670   800.602  888.054  448.392 
 65.4   -97.915  -229.112  -474.247  -696.068   -751.848  -238.861   799.763  887.654  448.595 
 65.5   -97.885  -229.033  -474.061  -695.777   -751.570  -239.052   798.926  887.253  448.798 
 65.6   -97.854  -228.954  -473.874  -695.487   -751.292  -239.242   798.089  886.852  448.999 
 65.7   -97.824  -228.876  -473.688  -695.198   -751.014  -239.432   797.253  886.451  449.199 
 65.8   -97.793  -228.797  -473.502  -694.909   -750.737  -239.621   796.419  886.050  449.399 
 65.9   -97.763  -228.718  -473.316  -694.620   -750.460  -239.810   795.586  885.649  449.598 
 66.0   -97.733  -228.639  -473.130  -694.331   -750.183  -239.998   794.753  885.247  449.796 
 66.1   -97.702  -228.561  -472.945  -694.042   -749.906  -240.186   793.922  884.846  449.993 
 66.2   -97.672  -228.482  -472.759  -693.754   -749.630  -240.374   793.093  884.444  450.189 
 66.3   -97.642  -228.404  -472.574  -693.466   -749.354  -240.561   792.264  884.042  450.384 
 66.4   -97.612  -228.325  -472.389  -693.178   -749.078  -240.747   791.437  883.640  450.579 
 66.5   -97.581  -228.247  -472.203  -692.891   -748.802  -240.933   790.610  883.238  450.773 
 66.6   -97.551  -228.168  -472.018  -692.604   -748.527  -241.119   789.785  882.836  450.965 
 66.7   -97.521  -228.090  -471.834  -692.317   -748.251  -241.304   788.961  882.434  451.157 
 66.8   -97.491  -228.012  -471.649  -692.030   -747.977  -241.488   788.138  882.031  451.348 
 66.9   -97.461  -227.934  -471.465  -691.744   -747.702  -241.673   787.316  881.628  451.538 
 67.0   -97.430  -227.855  -471.280  -691.457   -747.427  -241.856   786.496  881.226  451.728 
 67.1   -97.400  -227.777  -471.096  -691.172   -747.153  -242.040   785.676  880.823  451.916 
 67.2   -97.370  -227.699  -470.912  -690.886   -746.879  -242.222   784.858  880.420  452.104 
 67.3   -97.340  -227.621  -470.728  -690.601   -746.606  -242.405   784.041  880.017  452.290 
 67.4   -97.310  -227.543  -470.544  -690.316   -746.332  -242.587   783.225  879.614  452.476 
 67.5   -97.280  -227.465  -470.361  -690.031   -746.059  -242.768   782.410  879.211  452.662 
 67.6   -97.250  -227.387  -470.177  -689.746   -745.786  -242.949   781.596  878.807  452.846 
 67.7   -97.220  -227.309  -469.994  -689.462   -745.513  -243.130   780.783  878.404  453.029 
 67.8   -97.190  -227.232  -469.811  -689.178   -745.241  -243.310   779.972  878.000  453.212 
 67.9   -97.160  -227.154  -469.628  -688.894   -744.968  -243.490   779.161  877.597  453.393 
 68.0   -97.130  -227.076  -469.445  -688.611   -744.696  -243.669   778.352  877.193  453.574 
 68.1   -97.100  -226.998  -469.262  -688.327   -744.425  -243.848   777.544  876.789  453.754 
 68.2   -97.070  -226.921  -469.079  -688.044   -744.153  -244.026   776.737  876.385  453.934 
 68.3   -97.040  -226.843  -468.897  -687.762   -743.882  -244.204   775.931  875.981  454.112 
 68.4   -97.010  -226.766  -468.715  -687.479   -743.611  -244.382   775.126  875.577  454.290 
 68.5   -96.980  -226.688  -468.532  -687.197   -743.340  -244.559   774.322  875.173  454.467 
 68.6   -96.950  -226.611  -468.350  -686.915   -743.069  -244.736   773.519  874.769  454.643 
 68.7   -96.920  -226.534  -468.168  -686.633   -742.799  -244.912   772.718  874.364  454.818 
 68.8   -96.890  -226.456  -467.987  -686.352   -742.529  -245.088   771.917  873.960  454.992 
 68.9   -96.861  -226.379  -467.805  -686.071   -742.259  -245.263   771.118  873.555  455.166 
 69.0   -96.831  -226.302  -467.624  -685.790   -741.990  -245.438   770.320  873.151  455.338 
 69.1   -96.801  -226.225  -467.442  -685.509   -741.720  -245.612   769.523  872.746  455.510 
 69.2   -96.771  -226.147  -467.261  -685.229   -741.451  -245.786   768.727  872.341  455.681 
 69.3   -96.741  -226.070  -467.080  -684.948   -741.182  -245.960   767.932  871.936  455.852 
 69.4   -96.712  -225.993  -466.899  -684.668   -740.913  -246.133   767.138  871.531  456.021 
 69.5   -96.682  -225.916  -466.718  -684.389   -740.645  -246.306   766.345  871.126  456.190 
 69.6   -96.652  -225.839  -466.538  -684.109   -740.377  -246.478   765.553  870.721  456.358 
 69.7   -96.622  -225.763  -466.357  -683.830   -740.109  -246.650   764.762  870.316  456.525 
 69.8   -96.593  -225.686  -466.177  -683.551   -739.841  -246.822   763.973  869.911  456.691 
 69.9   -96.563  -225.609  -465.997  -683.273   -739.573  -246.993   763.184  869.505  456.856 
 70.0   -96.533  -225.532  -465.817  -682.994   -739.306  -247.164   762.397  869.100  457.021 
 70.1   -96.504  -225.455  -465.637  -682.716   -739.039  -247.334   761.611  868.694  457.185 
 70.2   -96.474  -225.379  -465.457  -682.438   -738.772  -247.504   760.825  868.289  457.348 
 70.3   -96.445  -225.302  -465.277  -682.161   -738.506  -247.673   760.041  867.883  457.510 
 70.4   -96.415  -225.226  -465.098  -681.883   -738.239  -247.842   759.258  867.478  457.672 
 70.5   -96.385  -225.149  -464.918  -681.606   -737.973  -248.011   758.476  867.072  457.833 
 70.6   -96.356  -225.073  -464.739  -681.329   -737.707  -248.179   757.695  866.666  457.993 
 70.7   -96.326  -224.996  -464.560  -681.052   -737.442  -248.347   756.915  866.260  458.152 
 70.8   -96.297  -224.920  -464.381  -680.776   -737.176  -248.514   756.136  865.854  458.310 
 70.9   -96.267  -224.844  -464.202  -680.500   -736.911  -248.681   755.358  865.448  458.468 
 71.0   -96.238  -224.767  -464.024  -680.224   -736.646  -248.847   754.582  865.043  458.625 
 71.1   -96.208  -224.691  -463.845  -679.948   -736.381  -249.013   753.806  864.636  458.781 
 71.2   -96.179  -224.615  -463.667  -679.673   -736.117  -249.179   753.031  864.230  458.936 
 71.3   -96.149  -224.539  -463.489  -679.398   -735.852  -249.344   752.258  863.824  459.091 
 71.4   -96.120  -224.463  -463.310  -679.123   -735.588  -249.509   751.485  863.418  459.245 
 71.5   -96.090  -224.387  -463.132  -678.848   -735.324  -249.674   750.714  863.012  459.398 
 71.6   -96.061  -224.311  -462.955  -678.574   -735.061  -249.838   749.943  862.606  459.550 
 71.7   -96.032  -224.235  -462.777  -678.300   -734.797  -250.002   749.174  862.199  459.702 
 71.8   -96.002  -224.159  -462.599  -678.026   -734.534  -250.165   748.406  861.793  459.852 
 71.9   -95.973  -224.083  -462.422  -677.752   -734.271  -250.328   747.638  861.386  460.002 
 72.0   -95.943  -224.007  -462.245  -677.479   -734.008  -250.490   746.872  860.980  460.152 
 72.1   -95.914  -223.931  -462.068  -677.205   -733.746  -250.652   746.107  860.573  460.300 
 72.2   -95.885  -223.856  -461.891  -676.932   -733.484  -250.814   745.342  860.167  460.448 
 72.3   -95.855  -223.780  -461.714  -676.660   -733.222  -250.975   744.579  859.760  460.595 
 72.4   -95.826  -223.704  -461.537  -676.387   -732.960  -251.136   743.817  859.354  460.741 
 72.5   -95.797  -223.629  -461.360  -676.115   -732.698  -251.296   743.056  858.947  460.887 
 72.6   -95.768  -223.553  -461.184  -675.843   -732.437  -251.457   742.296  858.540  461.032 
 72.7   -95.738  -223.478  -461.008  -675.571   -732.176  -251.616   741.537  858.134  461.176 
 72.8   -95.709  -223.402  -460.831  -675.300   -731.915  -251.776   740.779  857.727  461.319 
 72.9   -95.680  -223.327  -460.655  -675.029   -731.654  -251.934   740.022  857.320  461.461 
 73.0   -95.651  -223.252  -460.479  -674.758   -731.393  -252.093   739.266  856.914  461.603 
 73.1   -95.622  -223.176  -460.304  -674.487   -731.133  -252.251   738.511  856.507  461.744 
 73.2   -95.592  -223.101  -460.128  -674.216   -730.873  -252.409   737.757  856.100  461.885 
 73.3   -95.563  -223.026  -459.952  -673.946   -730.613  -252.566   737.004  855.693  462.024 
 73.4   -95.534  -222.951  -459.777  -673.676   -730.354  -252.723   736.252  855.286  462.163 
 73.5   -95.505  -222.876  -459.602  -673.406   -730.094  -252.880   735.501  854.879  462.301 
 73.6   -95.476  -222.801  -459.427  -673.136   -729.835  -253.036   734.751  854.472  462.439 
 73.7   -95.447  -222.726  -459.252  -672.867   -729.576  -253.192   734.002  854.065  462.576 
 73.8   -95.418  -222.651  -459.077  -672.598   -729.317  -253.347   733.254  853.659  462.712 
 73.9   -95.389  -222.576  -458.902  -672.329   -729.059  -253.502   732.507  853.252  462.847 
 74.0   -95.360  -222.501  -458.728  -672.060   -728.800  -253.657   731.761  852.845  462.981 
 74.1   -95.331  -222.426  -458.553  -671.792   -728.542  -253.811   731.016  852.438  463.115 
 74.2   -95.302  -222.351  -458.379  -671.524   -728.284  -253.965   730.272  852.031  463.248 
 74.3   -95.273  -222.277  -458.205  -671.256   -728.027  -254.118   729.529  851.624  463.381 
 74.4   -95.244  -222.202  -458.031  -670.988   -727.769  -254.271   728.787  851.216  463.513 
 74.5   -95.215  -222.127  -457.857  -670.721   -727.512  -254.424   728.046  850.810  463.644 
 74.6   -95.186  -222.053  -457.683  -670.454   -727.255  -254.577   727.306  850.402  463.774 
 74.7   -95.157  -221.978  -457.509  -670.187   -726.998  -254.729   726.567  849.995  463.903 
 74.8   -95.128  -221.904  -457.336  -669.920   -726.741  -254.880   725.829  849.588  464.032 
 74.9   -95.099  -221.829  -457.163  -669.653   -726.485  -255.031   725.092  849.181  464.161 
 75.0   -95.070  -221.755  -456.989  -669.387   -726.229  -255.182   724.356  848.774  464.288 
